replication,Flat table K0,AI typed lift Ktheta,AI plus source/availability audit Ktheta+E,Post-index source certificate Kpost,Prospective reference KP
4680,0.15135922349571343,0.37476252560224455,0.2768066042130621,0.15135922349571343,0.23858950253186106
4681,0.13584428417195454,0.35436321073497745,0.26503785312604583,0.13584428417195454,0.3074638487208009
4682,0.1633769680611785,0.3798733272140651,0.27099271830577315,0.1633769680611785,0.2850453288140876
4683,0.13503827444956484,0.34672412111947,0.24737169333981035,0.13503827444956484,0.2204466704825802
4684,0.12494328148005895,0.31641375609761335,0.20094094923510875,0.12494328148005895,0.34324636583888546
4685,0.14700532690366713,0.360461971244871,0.2559132886824077,0.14700532690366713,0.275613121757275
4686,0.13841845878136202,0.32354839110957023,0.19525986465641643,0.13841845878136202,0.1537001165814726
4687,0.15516428104352292,0.3698546863593404,0.27038081063163494,0.15516428104352292,0.17824931893077056
4688,0.10873856565526979,0.30142597285361183,0.1943748143966842,0.10873856565526979,0.24056704980842908
4689,0.15029629599961541,0.34361687530244833,0.2176411586056658,0.15029629599961541,0.3447790129635971
4690,0.1144024992385259,0.32579422703764677,0.2357834555982418,0.1144024992385259,0.15650216482113036
4691,0.1453388923649548,0.3538257242910544,0.2439736638521991,0.1453388923649548,0.1991721721721722
4692,0.12538702959034911,0.31515362692020205,0.19353319465970584,0.12538702959034911,0.2125840336134453
4693,0.12719332627967733,0.3496046523296659,0.25982265209997707,0.12719332627967733,0.2913510222885223
4694,0.16071802352338535,0.37402274967336135,0.26860945229995203,0.16071802352338535,0.17053877454099747
4695,0.17287564036885236,0.40541985110679424,0.31208842147588367,0.17287564036885236,0.36531122565414126
4696,0.12464913689281418,0.308141605192386,0.18898493659914356,0.12464913689281418,0.18913617376775269
4697,0.13890384615384607,0.35540408704042276,0.25600048177315327,0.13890384615384607,0.09559136059136064
4698,0.12079722091946565,0.31067446751170696,0.1967544931844827,0.12079722091946565,0.2497317600974683
4699,0.17139907786885245,0.38243073871133154,0.26806332168495817,0.17139907786885245,0.18290503557744942
4700,0.14251020522597296,0.3367552655926889,0.21949012073343196,0.14251020522597296,0.4054052696247302
4701,0.18505570557055698,0.40645611182739894,0.2988008125136838,0.18505570557055698,0.15862398707730924
4702,0.1230163392024837,0.3436424254276111,0.2552521724502548,0.1230163392024837,0.2847312910506873
4703,0.15533017554527853,0.37722362713362007,0.27978690317668303,0.15533017554527853,0.3421102652137135
4704,0.15966949091505647,0.3632606327481338,0.24818228366615463,0.15966949091505647,0.1960000000000001
4705,0.1557536753675368,0.38372649532715786,0.2939456399192422,0.1557536753675368,0.18383078152862325
4706,0.1564558679333237,0.3756058941767935,0.27030005248693967,0.1564558679333237,0.3254464285714286
4707,0.1286562319953908,0.34574661661077544,0.25218076923076926,0.1286562319953908,0.32831765755064657
4708,0.1814431955038137,0.4335947695552308,0.3543031481028342,0.1814431955038137,0.27015752350437944
4709,0.16294987468671682,0.39101627750114076,0.30213280562884787,0.16294987468671682,0.3143895598091756
